AOP	AOP name	Event	Level of Organisation	Event Action	Action
Aop:57	AhR activation leading to hepatic steatosis	Event:327	Organ	Accumulation	increased concentration
Aop:57	AhR activation leading to hepatic steatosis	Event:216	Cellular	Decreased	decreased process quality
Aop:57	AhR activation leading to hepatic steatosis	Event:291	Cellular	Accumulation	increased concentration
Aop:57	AhR activation leading to hepatic steatosis	Event:54	Molecular	Up Regulation	increased process quality
Aop:57	AhR activation leading to hepatic steatosis	Event:464	Molecular	Increased	increased process quality
Aop:57	AhR activation leading to hepatic steatosis	Event:465	Cellular	Increased	increased process quality
Aop:57	AhR activation leading to hepatic steatosis	Event:466	Molecular	Up Regulation	increased process quality
Aop:57	AhR activation leading to hepatic steatosis	Event:467	Cellular	Increased	increased process quality
Aop:57	AhR activation leading to hepatic steatosis	Event:80	Molecular	Up Regulation	increased process quality
Aop:57	AhR activation leading to hepatic steatosis	Event:455	Organ	Accumulation	increased concentration
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:456	Molecular	Suppression	decreased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:468	Molecular	Inhibition	decreased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:167	Molecular	Activation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:167	Molecular	Activation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:228	Molecular	Activation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:457	Molecular	Activation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:66	Molecular	Activation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:458	Cellular	Increased	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:460	Cellular	Increased	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:454	Cellular	Increased	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:54	Molecular	Up Regulation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:462	Molecular	Up Regulation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:463	Molecular	Up Regulation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:451	Molecular	Inhibition	decreased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:327	Organ	Accumulation	increased concentration
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:470	Molecular	Up Regulation	increased process quality
Aop:58	NR1I3 (CAR) suppression leading to hepatic steatosis	Event:459	Organ	Increased	increased object quality
Aop:59	HNF4alpha suppression leading to hepatic steatosis	Event:461	Molecular	Suppression	decreased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:245	Molecular	Activation	increased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:471	Molecular	Inhibition	decreased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:179	Molecular	Decreased	decreased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:472	Molecular	Down Regulation	decreased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:474	Molecular	Down Regulation	decreased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:462	Molecular	Up Regulation	increased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:54	Molecular	Up Regulation	increased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:475	Cellular	Increased	increased concentration
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:465	Cellular	Increased	increased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:476	Organ	Accumulation	increased concentration
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:477	Cellular	Decreased	decreased process quality
Aop:60	"NR1I2 (Pregnane X Receptor, PXR) activation leading to hepatic steatosis"	Event:459	Organ	Increased	increased object quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:478	Molecular	Activation	increased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:479	Molecular	Activation	increased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:480	Molecular	Activation	increased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:227	Molecular	Activation	increased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:482	Molecular	Decreased	decreased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:451	Molecular	Inhibition	decreased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:483	Molecular	Activation	increased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:878	Molecular	Inhibition	increased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:879	Cellular	Activation	increased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:880	Tissue	Increased	increased concentration
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:881	Cellular	Increased	increased concentration
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:882	Cellular	Decreased	decreased process quality
Aop:61	NFE2L2/FXR activation leading to hepatic steatosis	Event:459	Organ	Increased	increased object quality
Aop:62	AKT2 activation leading to hepatic steatosis	Event:486	Molecular	Activation	increased process quality
Aop:62	AKT2 activation leading to hepatic steatosis	Event:484	Molecular	Activation	increased process quality
Aop:62	AKT2 activation leading to hepatic steatosis	Event:485	Molecular	Activtation	increased process quality
Aop:62	AKT2 activation leading to hepatic steatosis	Event:459	Organ	Increased	increased object quality
Aop:63	Cyclooxygenase inhibition leading to reproductive dysfunction	Event:79	Molecular	Inhibition	decreased process quality
Aop:63	Cyclooxygenase inhibition leading to reproductive dysfunction	Event:79	Molecular	Inhibition	decreased process quality
Aop:63	Cyclooxygenase inhibition leading to reproductive dysfunction	Event:488	Tissue	Decrease	decreased process quality
Aop:63	Cyclooxygenase inhibition leading to reproductive dysfunction	Event:685	Organ	Reduced	decreased concentration
Aop:63	Cyclooxygenase inhibition leading to reproductive dysfunction	Event:675	Individual	Reduced	decreased process quality
Aop:63	Cyclooxygenase inhibition leading to reproductive dysfunction	Event:686	Population	Declining	decreased rate
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:494	Molecular	Activation of specific nuclear receptors	increased process quality
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:495	Cellular	Abnormal steroidogenic gene expression	decreased process quality
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:496	Cellular	Increased Apoptosis	increased process quality
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:497	Individual	Decreased Sperm Number	decreased object quality
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:497	Individual	Decreased Sperm Number	decreased amount
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:498	Individual	Accelerated Epididymal Sperm Transit	decreased object quality
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:498	Individual	Accelerated Epididymal Sperm Transit	increased process quality
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:499	Individual	Abnormal Sperm Maturation	decreased object quality
Aop:64	Glucocorticoid Receptor (GR) Mediated Adult Leydig Cell Dysfunction Leading to Decreased Male Fertility	Event:499	Individual	Abnormal Sperm Maturation	decreased object quality
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:424	Molecular	Inhibition	decreased process quality
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:277	Molecular	Decreased	decreased process quality
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:281	Tissue	Decreased	decreased object quality 
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:281	Tissue	Decreased	decreased concentration
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:280	Organ	Decreased	decreased concentration
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:280	Organ	Decreased	decreased concentration
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:186	Organ	Altered	deviation(from_normal)
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:192	Organ	Altered	deviation(from_normal)
Aop:65	XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals	Event:402	Individual	Decreased	decreased process quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:653	Cellular	Decreased testosterone by the fetal Leydig cells	increased concentration
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:653	Cellular	Decreased testosterone by the fetal Leydig cells	increased concentration
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:654	Cellular	Decreased testosterone by the fetal Leydig cells	increased process quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:655	Cellular	Decreased testosterone by the fetal Leydig cells	increased process quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:657	Organ	Decreased testosterone by the fetal Leydig cells	increased object quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:657	Organ	Decreased testosterone by the fetal Leydig cells	increased object quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:656	Cellular	Decreased number and function of adult Leydig cells	decreased process quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:656	Cellular	Decreased number and function of adult Leydig cells	increased object quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased object quality
Aop:66	Modulation of Adult Leydig Cell Function Subsequent Glucocorticoid Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased amount
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:658	Cellular	Decreased testosterone by the fetal Leydig cells	increased concentration
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:659	Cellular	Decreased testosterone by the fetal Leydig cells	
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:655	Cellular	Decreased testosterone by the fetal Leydig cells	increased process quality
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:660	Organ	decreased testosterone by fetal Leydig cells	increased object quality
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:660	Organ	decreased testosterone by fetal Leydig cells	increased object quality
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:656	Cellular	Decreased number and function of adult Leydig cells	decreased process quality
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:656	Cellular	Decreased number and function of adult Leydig cells	increased object quality
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased object quality
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased amount
Aop:67	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased quality
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Alterations in the Fetal Testis Protome	Event:661	Molecular	Decreased testosterone by the fetal Leydig cells	deviation(from_normal)
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:655	Cellular	Decreased testosterone by the fetal Leydig cells	increased process quality
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:660	Organ	decreased testosterone by fetal Leydig cells	increased object quality
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:660	Organ	decreased testosterone by fetal Leydig cells	increased object quality
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:656	Cellular	Decreased number and function of adult Leydig cells	decreased process quality
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:656	Cellular	Decreased number and function of adult Leydig cells	increased object quality
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased object quality
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased amount
Aop:68	Modulation of Adult Leydig Cell Function Subsequent to Estradiaol Activation in the Fetal Testis	Event:505	Individual	Decreased sperm quantity / quality in the adult	decreased quality
Aop:69	Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell	Event:642	Molecular	Decreased Cholesterol	decreased process quality
Aop:69	Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell	Event:643	Molecular	Decreased Cholesterol	decreased process quality
Aop:69	Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell	Event:644	Molecular	Decreased Cholesterol	decreased process quality
Aop:69	Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell	Event:645	Cellular	Decreased Cholesterol	decreased process quality
Aop:69	Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell	Event:646	Organ	Decreased Cholesterol	decreased amount
Aop:69	Modulation of Adult Leydig Cell Function Subsequent to Decreased Cholesterol Synthesis or Transport in the Adult Leydig Cell	Event:646	Organ	Decreased Cholesterol	decreased quality
Aop:70	Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell	Event:640	Molecular	Decreased steroidogenesis	decreased process quality
Aop:70	Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell	Event:647	Cellular	Decreased steroidogenesis	decreased process quality
Aop:70	Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell	Event:648	Tissue	Decreased steroidogenesis	increased process quality
Aop:70	Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell	Event:649	Tissue	Decreased steroidogenesis	deviation(from_normal)
Aop:70	Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell	Event:520	Individual	Decreased sperm quantity or quality in the adult	decreased object quality
Aop:70	Modulation of Adult Leydig Cell Function Subsequent to Proteomic Alterations in the Adult Leydig Cell	Event:520	Individual	Decreased sperm quantity or quality in the adult	decreased amount
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:650	Molecular	Stimulation of adult Leydig cells via the Adrenal Corticosterone	increased process quality
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:650	Molecular	Stimulation of adult Leydig cells via the Adrenal Corticosterone	increased process quality
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:525	Cellular	Apoptosis of adult Leydig cells	decreased concentration
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:525	Cellular	Apoptosis of adult Leydig cells	increased process quality
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:651	Cellular	Glucocorticoid Receptor mediated alterations in steriodogenic enzymes	deviation(from_normal)
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:652	Cellular	Direct effects of Corticosterone on steroidogenesis	deviation(from_normal)
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:520	Individual	Decreased sperm quantity or quality in the adult	decreased object quality
Aop:71	Modulation of Adult Leydig Cell Function Subsequent to Glucocorticoid Activation	Event:520	Individual	Decreased sperm quantity or quality in the adult	decreased amount
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:526	Molecular	Inhibition	decreased process quality
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:528	Cellular	Decreased	decreased process quality
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:529	Molecular	Decreased	decreased process quality
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:530	Cellular	Decreased	decreased process quality
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:531	Cellular	Decreased	decreased concentration
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:532	Individual	Delayed	delayed
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:533	Cellular	Decreased	decreased process quality
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:534	Cellular	Altered	deviation(from_normal)
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:535	Cellular	Abnormal	deviation(from_normal)
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:536	Cellular	Altered	increased object quality
Aop:73	Xenobiotic Inhibition of Dopamine-beta-Hydroxylase and subsequent reduced fecundity	Event:527	Individual	Decreased	decreased object quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:662	Molecular	Decreased testosterone by the fetal Leydig cells	increased process quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:655	Cellular	Decreased testosterone by the fetal Leydig cells	increased process quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:540	Organ	Decreased testosterone by the fetal Leydig cells	increased object quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:540	Organ	Decreased testosterone by the fetal Leydig cells	increased object quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:541	Cellular	Decreased testosterone by the fetal Leydig cells	decreased process quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:541	Cellular	Decreased testosterone by the fetal Leydig cells	increased object quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:543	Individual	Decreased fertility in the adult	decreased object quality
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:543	Individual	Decreased fertility in the adult	decreased amount
Aop:74	Modulation of Adult Leydig Cell Function Subsequent to Hypermethylation in the Fetal Testis	Event:543	Individual	Decreased fertility in the adult	decreased quality
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure	Event:559	Molecular	Activation	increased process quality
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure	Event:177	Cellular	N/A	damage
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure	Event:341	Individual	Impairment	decreased process quality
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure	Event:341	Individual	Impairment	decreased process quality
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure	Event:560	Individual	Abnormal	deviation(from_normal)
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure 1	Event:1107	Population	"Weakened, Colony"	increased process quality
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure 1	Event:1243	Cellular	"Altered, Ca2+-calmodulin activated signal transduction"	deviation(from_normal)
Aop:77	Nicotinic acetylcholine receptor activation contributes to abnormal foraging and leads to colony loss/failure 1	Event:1243	Cellular	"Altered, Ca2+-calmodulin activated signal transduction"	deviation(from_normal)
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:559	Molecular	Activation	increased process quality
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:177	Cellular	N/A	damage
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:386	Organ	Decreased	decreased process quality
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:341	Individual	Impairment	decreased process quality
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:341	Individual	Impairment	decreased process quality
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:564	Population	Abnormal	deviation(from_normal)
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:565	Population	Reduced	decreased quality
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:566	Population	impaired	deviation(from_normal)
Aop:78	Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:79	Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure	Event:559	Molecular	Activation	increased process quality
Aop:79	Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure	Event:177	Cellular	N/A	damage
Aop:79	Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure	Event:568	Population	impaired	deviation(from_normal)
Aop:79	Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure	Event:1107	Population	Weakened	increased process quality
Aop:79	Nicotinic acetylcholine receptor activation contributes to impaired hive thermoregulation and leads to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:559	Molecular	Activation	increased process quality
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:177	Cellular	N/A	damage
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:570	Cellular	Accumulation	damage
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:571	Individual	Accelerated	acceleration
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:664	Cellular	Overwhelmed	abnormal
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:572	Population	Decrease	decreased object quality
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:568	Population	impaired	deviation(from_normal)
Aop:80	Nicotinic acetylcholine receptor activation contributes to accumulation of damaged mitochondrial DNA and leads to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:81	Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure	Event:560	Individual	Abnormal	deviation(from_normal)
Aop:81	Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure	Event:572	Population	Decrease	decreased object quality
Aop:81	Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure	Event:573	Individual	Increase	increased process quality
Aop:81	Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure	Event:573	Individual	Increase	increased process quality
Aop:81	Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure	Event:574	Individual	Increased	increased process quality
Aop:81	Increased metabolic stress contributes to abnormal foraging and leads to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:82	Abnormal roll change in worker caste contributes to reduced brood care and leads to colony loss/failure	Event:564	Population	Abnormal	deviation(from_normal)
Aop:82	Abnormal roll change in worker caste contributes to reduced brood care and leads to colony loss/failure	Event:565	Population	Reduced	decreased quality
Aop:82	Abnormal roll change in worker caste contributes to reduced brood care and leads to colony loss/failure	Event:566	Population	impaired	deviation(from_normal)
Aop:82	Abnormal roll change in worker caste contributes to reduced brood care and leads to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:84	Suppression of immune system contributes to impaired development and leads to colony loss/failure	Event:572	Population	Decrease	decreased object quality
Aop:84	Suppression of immune system contributes to impaired development and leads to colony loss/failure	Event:576	Individual	Increased	increased object quality
Aop:84	Suppression of immune system contributes to impaired development and leads to colony loss/failure	Event:403	Individual	Suppression	increased process quality
Aop:84	Suppression of immune system contributes to impaired development and leads to colony loss/failure	Event:568	Population	impaired	deviation(from_normal)
Aop:84	Suppression of immune system contributes to impaired development and leads to colony loss/failure	Event:577	Individual	impaired	deviation(from_normal)
Aop:84	Suppression of immune system contributes to impaired development and leads to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:85	Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure	Event:560	Individual	Abnormal	deviation(from_normal)
Aop:85	Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure	Event:572	Population	Decrease	decreased object quality
Aop:85	Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure	Event:576	Individual	Increased	increased object quality
Aop:85	Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure	Event:403	Individual	Suppression	increased process quality
Aop:85	Suppression of immune system contributes to abnormal foraging and leads to colony loss/failure	Event:563	Population	Loss/Failure	increased process quality
Aop:86	Decrease Glucose oxidase activity contributes to reduction of antiseptic in food and leads to colony loss/failure	Event:564	Population	Abnormal	deviation(from_normal)
